transaction_id,customer_id,amount,merchant_category,hour,day_of_week,transactions_last_24h,avg_customer_amount,is_foreign,is_fraud
TXN-10203,CUST-1056,727.6,fuel,18,6,1,857.62,0,0
TXN-10204,CUST-1086,216.37,fuel,7,3,2,194.88,0,0
TXN-10205,CUST-1099,833.42,grocery,16,5,2,585.93,0,0
TXN-10206,CUST-1051,178.24,travel,14,2,3,378.5,0,0
TXN-10207,CUST-1107,271.52,grocery,15,4,0,307.86,0,0
TXN-10208,CUST-1084,1309.86,grocery,8,4,1,371.3,0,0
TXN-10209,CUST-1005,6959.75,fuel,22,5,8,500.81,0,1
TXN-10210,CUST-1034,1503.5,grocery,10,5,1,996.0,0,0
TXN-10211,CUST-1117,401.92,jewelry,17,0,1,290.17,0,0
TXN-10212,CUST-1000,1185.27,grocery,18,5,11,612.07,0,1
TXN-10213,CUST-1013,3738.82,utility,12,5,6,461.14,0,0
TXN-10214,CUST-1043,531.94,fuel,9,3,3,502.59,0,0
TXN-10215,CUST-1124,522.82,grocery,11,3,3,1044.73,0,0
TXN-10216,CUST-1088,1153.16,grocery,19,5,2,809.13,0,0
TXN-10217,CUST-1018,375.8,jewelry,21,3,1,1255.85,0,0
TXN-10218,CUST-1049,641.64,fuel,1,2,5,552.81,0,0
TXN-10219,CUST-1117,234.75,electronics,10,5,2,410.44,1,0
TXN-10220,CUST-1027,690.72,grocery,2,5,1,532.12,0,0
TXN-10221,CUST-1071,493.9,restaurant,9,1,2,687.71,0,0
TXN-10222,CUST-1058,280.8,grocery,18,5,1,663.23,0,0
TXN-10223,CUST-1095,412.87,travel,13,2,2,331.49,0,0
TXN-10224,CUST-1094,1922.25,utility,18,0,5,632.56,0,0
TXN-10225,CUST-1104,402.37,fuel,4,6,4,682.34,0,0
TXN-10226,CUST-1014,1860.32,fuel,22,1,3,2403.33,0,0
TXN-10227,CUST-1056,457.68,utility,14,1,5,1689.63,0,0
TXN-10228,CUST-1086,410.38,fuel,12,1,3,376.42,0,0
TXN-10229,CUST-1052,102.2,grocery,15,3,2,513.85,0,0
TXN-10230,CUST-1083,251.98,travel,9,1,1,269.11,0,0
TXN-10231,CUST-1079,404.52,grocery,8,1,2,434.9,0,0
TXN-10232,CUST-1046,294.6,restaurant,15,2,3,715.93,1,0
TXN-10233,CUST-1012,1388.92,gaming,20,1,2,1168.2,0,0
TXN-10234,CUST-1121,435.41,gaming,15,1,0,403.03,0,0
TXN-10235,CUST-1103,1295.09,grocery,19,6,0,419.99,0,0
TXN-10236,CUST-1111,516.09,jewelry,9,4,3,184.75,0,0
TXN-10237,CUST-1037,506.7,jewelry,14,0,3,550.34,0,0
TXN-10238,CUST-1039,461.0,grocery,16,0,3,335.52,0,0
TXN-10239,CUST-1040,4014.55,utility,12,5,9,449.8,0,1
TXN-10240,CUST-1003,1788.44,gaming,7,1,3,371.57,0,0
TXN-10241,CUST-1021,447.8,utility,8,1,14,571.44,0,0
TXN-10242,CUST-1038,109.82,fuel,21,4,6,228.89,0,1
TXN-10243,CUST-1123,327.87,grocery,2,5,1,268.57,0,0
TXN-10244,CUST-1025,3697.34,jewelry,11,2,7,1941.25,0,1
TXN-10245,CUST-1063,826.81,utility,11,5,3,296.46,0,0
TXN-10246,CUST-1068,702.62,travel,7,2,1,329.23,0,0
TXN-10247,CUST-1044,369.38,grocery,0,0,2,1652.93,0,0
TXN-10248,CUST-1114,1058.16,utility,8,5,0,2974.37,0,0
TXN-10249,CUST-1011,1067.04,grocery,19,6,0,315.97,0,0
TXN-10250,CUST-1108,565.69,fuel,10,6,2,491.5,0,1
TXN-10251,CUST-1092,1014.34,gaming,12,0,1,726.22,1,0
TXN-10252,CUST-1038,604.55,grocery,11,3,4,1557.42,0,0
TXN-10253,CUST-1095,323.4,grocery,20,4,2,349.75,0,0
TXN-10254,CUST-1053,831.61,grocery,7,0,0,525.89,0,0
TXN-10255,CUST-1121,535.37,restaurant,12,6,1,922.91,1,0
TXN-10256,CUST-1004,4748.27,fuel,11,0,14,764.42,0,1
TXN-10257,CUST-1003,1487.3,gaming,11,1,2,489.37,0,1
TXN-10258,CUST-1068,78.4,restaurant,10,6,3,559.14,1,0
TXN-10259,CUST-1116,170.16,gaming,21,3,2,282.54,0,0
TXN-10260,CUST-1007,202.29,electronics,13,4,2,527.95,1,0
TXN-10261,CUST-1097,375.24,electronics,13,3,1,519.82,0,0
TXN-10262,CUST-1117,407.09,travel,13,5,1,683.82,0,0
TXN-10263,CUST-1060,159.1,gaming,22,0,3,443.44,0,0
TXN-10264,CUST-1108,235.36,restaurant,12,4,2,780.04,0,0
TXN-10265,CUST-1094,924.5,utility,12,0,14,1050.47,1,0
TXN-10266,CUST-1026,3112.15,travel,12,1,2,655.56,0,1
TXN-10267,CUST-1106,1903.23,fuel,2,3,2,730.31,1,1
TXN-10268,CUST-1087,361.83,utility,8,3,2,619.7,0,0
TXN-10269,CUST-1001,375.14,grocery,16,1,2,601.87,0,0
TXN-10270,CUST-1071,1019.6,utility,0,5,8,404.7,1,1
TXN-10271,CUST-1081,117.79,fuel,10,2,2,716.28,0,0
TXN-10272,CUST-1100,451.39,jewelry,10,6,3,570.49,1,1
TXN-10273,CUST-1096,233.13,utility,11,0,1,1903.11,0,0
TXN-10274,CUST-1059,462.37,electronics,19,1,2,1429.88,0,0
TXN-10275,CUST-1037,148.39,grocery,4,2,2,744.13,0,0
TXN-10276,CUST-1023,278.25,utility,22,4,0,395.57,0,0
TXN-10277,CUST-1011,550.85,travel,12,2,2,326.42,0,0
TXN-10278,CUST-1079,648.5,fuel,2,1,2,1158.79,0,0
TXN-10279,CUST-1119,673.91,electronics,7,3,1,695.42,0,0
TXN-10280,CUST-1010,661.85,travel,15,6,5,783.74,0,0
TXN-10281,CUST-1087,935.44,jewelry,19,0,0,230.55,0,0
TXN-10282,CUST-1073,270.38,grocery,15,1,3,1002.34,0,1
TXN-10283,CUST-1021,792.06,travel,21,3,3,772.73,0,0
TXN-10284,CUST-1026,488.83,utility,12,5,1,326.77,1,0
TXN-10285,CUST-1035,1177.92,grocery,7,0,11,464.36,0,0
TXN-10286,CUST-1085,388.72,electronics,19,1,3,695.79,0,0
TXN-10287,CUST-1037,648.09,gaming,1,1,2,619.47,0,0
TXN-10288,CUST-1103,780.34,utility,19,4,1,512.5,0,0
TXN-10289,CUST-1046,443.31,gaming,18,0,5,568.55,0,0
TXN-10290,CUST-1013,1554.38,utility,20,4,1,523.96,0,0
TXN-10291,CUST-1011,1049.04,fuel,14,2,0,654.52,0,0
TXN-10292,CUST-1050,406.47,travel,21,2,3,1351.97,0,0
TXN-10293,CUST-1050,864.88,restaurant,9,6,2,146.69,0,0
TXN-10294,CUST-1091,10408.79,utility,13,5,12,528.34,0,0
TXN-10295,CUST-1059,2143.86,electronics,8,5,3,663.2,0,0
TXN-10296,CUST-1020,196.17,electronics,19,6,1,708.25,0,0
TXN-10297,CUST-1026,245.94,electronics,18,1,3,490.51,1,0
TXN-10298,CUST-1070,9536.44,grocery,19,5,12,229.02,0,1
TXN-10299,CUST-1041,222.8,utility,19,1,3,720.83,0,0
TXN-10300,CUST-1083,182.75,utility,11,2,2,1556.26,0,0
TXN-10301,CUST-1115,342.19,electronics,8,3,2,258.88,0,0
TXN-10302,CUST-1044,675.31,fuel,21,5,1,967.88,0,0
TXN-10303,CUST-1068,456.32,fuel,14,4,4,502.36,0,0
TXN-10304,CUST-1103,1149.13,grocery,8,3,14,581.88,1,1
TXN-10305,CUST-1026,297.18,jewelry,21,2,2,337.28,0,0
TXN-10306,CUST-1063,288.8,electronics,0,4,3,500.72,0,0
TXN-10307,CUST-1038,254.77,fuel,3,3,1,1230.31,0,1
TXN-10308,CUST-1078,2727.73,gaming,19,3,1,829.2,0,1
TXN-10309,CUST-1092,615.93,restaurant,7,4,2,1560.52,0,0
TXN-10310,CUST-1017,958.21,grocery,0,4,1,1150.07,0,0
TXN-10311,CUST-1023,341.45,electronics,11,2,5,766.24,0,1
TXN-10312,CUST-1002,428.6,electronics,17,0,2,1570.52,1,1
TXN-10313,CUST-1001,288.54,grocery,9,2,3,766.2,0,0
TXN-10314,CUST-1006,67.44,electronics,4,2,1,948.99,0,0
TXN-10315,CUST-1088,175.3,gaming,17,1,2,511.26,0,0
TXN-10316,CUST-1112,126.73,grocery,19,1,1,624.28,0,0
TXN-10317,CUST-1051,91.16,grocery,18,6,0,410.11,1,0
TXN-10318,CUST-1110,201.04,utility,19,1,3,1037.19,0,0
TXN-10319,CUST-1091,1331.04,fuel,19,5,3,314.8,0,0
TXN-10320,CUST-1100,476.6,gaming,16,0,0,925.46,0,0
TXN-10321,CUST-1092,1297.15,gaming,15,6,1,541.93,0,0
TXN-10322,CUST-1024,670.64,utility,2,1,3,1146.18,0,0
TXN-10323,CUST-1065,886.18,jewelry,12,2,1,909.58,1,0
TXN-10324,CUST-1065,250.72,utility,8,5,3,1638.2,0,0
TXN-10325,CUST-1080,729.94,gaming,19,1,2,899.58,1,0
TXN-10326,CUST-1099,851.11,travel,11,3,1,253.5,0,0
TXN-10327,CUST-1014,319.74,travel,4,5,2,580.09,0,0
TXN-10328,CUST-1084,6573.57,travel,13,0,11,315.89,0,1
TXN-10329,CUST-1104,753.43,travel,20,0,3,452.57,0,0
TXN-10330,CUST-1014,1467.83,grocery,7,5,7,1381.85,0,0
TXN-10331,CUST-1051,1318.71,travel,17,1,12,854.61,0,0
TXN-10332,CUST-1111,202.74,travel,14,6,3,409.77,0,0
TXN-10333,CUST-1003,525.78,grocery,14,6,2,344.62,0,0
TXN-10334,CUST-1020,629.71,fuel,11,6,2,612.79,0,0
TXN-10335,CUST-1100,271.95,utility,22,6,2,308.24,0,0
TXN-10336,CUST-1021,502.67,gaming,13,5,6,416.08,0,1
TXN-10337,CUST-1087,755.9,utility,20,2,0,714.52,1,0
TXN-10338,CUST-1112,783.4,electronics,13,6,4,1136.17,0,0
TXN-10339,CUST-1062,1577.99,utility,7,2,1,841.19,0,0
TXN-10340,CUST-1060,1284.0,utility,21,4,1,170.68,0,0
TXN-10341,CUST-1053,232.53,grocery,9,0,2,711.52,0,0
TXN-10342,CUST-1046,1741.83,restaurant,11,6,3,626.17,0,0
TXN-10343,CUST-1047,2828.43,grocery,20,4,8,755.7,0,0
TXN-10344,CUST-1069,1078.85,gaming,21,6,1,1463.98,0,0
TXN-10345,CUST-1111,518.53,utility,21,2,2,193.49,0,0
TXN-10346,CUST-1122,361.73,fuel,13,2,1,434.8,0,0
TXN-10347,CUST-1108,127.01,gaming,19,3,2,832.97,0,0
TXN-10348,CUST-1014,3247.63,travel,2,6,10,252.17,0,1
TXN-10349,CUST-1038,153.0,grocery,18,3,0,1355.29,0,0
TXN-10350,CUST-1094,1017.88,grocery,15,5,1,737.01,0,0
TXN-10351,CUST-1068,1537.01,grocery,7,1,3,958.74,0,0
TXN-10352,CUST-1041,271.05,grocery,13,5,3,439.65,0,0
TXN-10353,CUST-1038,617.99,gaming,14,5,1,941.59,0,0
TXN-10354,CUST-1014,285.99,electronics,11,6,3,1083.18,0,0
TXN-10355,CUST-1041,307.55,electronics,12,0,1,684.09,0,0
TXN-10356,CUST-1052,880.84,jewelry,15,2,3,684.66,0,0
TXN-10357,CUST-1051,478.71,grocery,7,0,3,698.33,0,0
TXN-10358,CUST-1068,1816.63,fuel,9,2,2,374.34,0,0
TXN-10359,CUST-1034,343.2,utility,19,5,1,554.94,0,0
TXN-10360,CUST-1025,1042.63,restaurant,12,4,2,553.42,0,0
TXN-10361,CUST-1110,530.1,travel,16,5,1,743.13,0,0
TXN-10362,CUST-1050,895.01,grocery,16,5,0,1043.05,1,0
TXN-10363,CUST-1031,352.35,utility,15,6,2,336.23,0,0
TXN-10364,CUST-1079,474.77,utility,13,6,4,561.86,0,0
TXN-10365,CUST-1067,451.86,travel,14,4,4,1359.4,0,0
TXN-10366,CUST-1072,263.21,fuel,20,6,4,399.82,0,0
TXN-10367,CUST-1027,809.62,grocery,22,0,4,382.9,0,0
TXN-10368,CUST-1090,802.46,gaming,3,5,2,672.68,0,1
TXN-10369,CUST-1024,769.06,restaurant,17,3,1,957.58,0,0
TXN-10370,CUST-1104,1560.44,jewelry,22,6,1,605.64,0,1
TXN-10371,CUST-1053,6774.44,fuel,7,3,8,1250.04,0,1
TXN-10372,CUST-1051,371.96,gaming,0,1,3,964.14,0,0
TXN-10373,CUST-1048,651.83,utility,14,5,2,956.23,0,0
TXN-10374,CUST-1052,308.68,electronics,22,6,1,816.29,0,0
TXN-10375,CUST-1083,501.46,utility,0,0,2,2165.07,1,0
TXN-10376,CUST-1062,314.25,travel,20,0,0,537.62,0,0
TXN-10377,CUST-1015,1660.8,fuel,9,4,2,199.95,0,1
TXN-10378,CUST-1070,647.28,gaming,9,3,2,1454.39,0,0
TXN-10379,CUST-1033,418.42,electronics,21,3,2,467.91,0,0
TXN-10380,CUST-1013,1206.18,restaurant,15,0,3,638.64,1,0
TXN-10381,CUST-1104,96.74,electronics,15,4,1,1236.76,0,0
